country,description,designation,points,province,taster_name,taster_twitter_handle,title,variety,winery
France,"Faint notes of ripe pear are only hinted at on the nose but on the dry palate they open up into pure, textured, precisely drawn fruit. There is concentration and a heady, seductive lemon and pear perfume hovering over the concentrated, profound palate of wet stone and immensely pure lemon oil. This comes on light, delicate feet but leaves you with a deep, lasting and impressive memory of Riesling purity and elegance.",Schlossberg Grand Cru Cuvée Saint Catherine,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Weinbach 2014 Schlossberg Grand Cru Cuvée Saint Catherine Riesling (Alsace),Riesling,Domaine Weinbach
France,"Subtle notes of earth mix with summer blossom, along with hints of honey, quince and zesty, fresh lemon peel. These aromas dance and take turns on the dry, balanced palate that shines both with rich fruit and slender tone. Lemony freshness pervades everything with its brightness. This is lovely now but will be even lovelier over the years. Drink 2016–2030.",Schlossberg Grand Cru,95,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Weinbach 2014 Schlossberg Grand Cru Riesling (Alsace),Riesling,Domaine Weinbach
France,"A fragrant and pure nose of slightly floral tangerine peel opens this wine. It offers a ripe fruit-driven dance of aromas and freshness—think tangerine, ripe lemon, crisp apple and a beguiling floral dimension. Lovely now in its primary-flavored youth, it's certain to become even more disarming in the future. Drink 2020–2035 or later if you like it really mature.",Clos des Capucins Cuvée Ste Catherine Schlossberg Grand Cru,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Weinbach 2015 Clos des Capucins Cuvée Ste Catherine Schlossberg Grand Cru Riesling (Alsace),Riesling,Domaine Weinbach
France,"Hints of smokiness combine with a perfumed character in this wonderful wine. It has richness, with lychee and spice flavors, while adding the extra complexity of a touch of toast and green tea. Wonderful now, but will age for five years and more.",Clos Saint Urbain Rangen de Thann Grand Cru,95,Alsace,Roger Voss,@vossroger,Domaine Zind-Humbrecht 2009 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
France,"This ultrarich, opulent wine has such purity of fruit. With its pepper and spice flavors layered over mango and ripe nectarine, it is a straight line of pure flavor, rich and complex.",Clos Saint Urbain Rangen de Thann Grand Cru,95,Alsace,Roger Voss,@vossroger,Domaine Zind-Humbrecht 2009 Clos Saint Urbain Rangen de Thann Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
France,"Initially, the acidity shoots through this wine. Then it reveals equally intense honey and spice flavors. The wine is complex, with yellow fruits laced with nutmeg and finished with a tender, crisp aftertaste. It is never too sweet, a beautifully balanced wine in which all the elements play their part.",Turckheim Clos Jebsal Vendanges Tardive,95,Alsace,Roger Voss,@vossroger,Domaine Zind-Humbrecht 2009 Turckheim Clos Jebsal Vendanges Tardive Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
France,"With its strongly mineral-textured base, this is a complex, impressive wine. It has fruit weight with lychees, mangos and spiced pears along with acidity that gives the wine just the lift it needs. Power and style go hand-in-hand in this wine. Drink from 2019.",Clos Saint Urbain Rangen de Thann Grand Cru,96,Alsace,Roger Voss,@vossroger,Domaine Zind-Humbrecht 2012 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
France,"This is a sweet wine, very ripe with a smooth, opulent texture. It's full of lychee and peach flavors, allowing just a corner for acidity and freshness. This is just beginning to develop into its impressive and full potential. Drink from 2018.",Goldert Grand Cru,95,Alsace,Roger Voss,@vossroger,Domaine Zind-Humbrecht 2012 Goldert Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
France,"Very faint notes of mandarine and earth emanate from this delicate, closed wine. All the flavors are subdued and delicate with flinty smoke making an appearance here and there. All of this suggests that this is far too young to be approached: the structure, however, suggests delicacy and balance, tender flavors of linearity and precision. Smoke and salt characterize the long finish. Drink 2019–2035.",Brand Grand Cru,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2013 Brand Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
France,"The subtle, rounded but rather aromatic perfume of peach skins and apricot compote on the nose is utterly seductive—there is a promise of oriental riches and exotic spice but above all pure, glowing peach fruit. The palate is in total focus: while some residual sugar illuminates every last vestige of fruit, there is guiding central force that never lets this slip into the merely opulent. A masterful tightrope walk amidst plump fruit and mineral precision with a finishing, pleasantly bitter edge of marzipan.",Clos Saint Urbain Rangen de Thann Grand Cru,95,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2013 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
France,"Subtle smoke hovers above earthy notes and the nose only holds the faintest suggestion of citrus. The palate comes forth with a vivid, leafy purity that suggests herbs, freshly turned earth and pure, lifted citrus. All we get right now are the flavors hovering above the core which is still firmly closed. A wealth of apple and citrus fruit is evoked which will awake with time, this is too young to be opened. Don't touch before 2018 and then drink until 2030 or even beyond. This is dry, delicate and yet powerful with a supremely clean finish.",Clos Saint Urbain Rangen de Thann Grand Cru,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2013 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
France,"Ethereal notes of orange blossom and jasmine lead to richer tones of damask rose underpinned by a lively orange-peel freshness. The palate presents the same delicious juxtaposition of opulence and light-footed ease. Full of life and fragrant, vigorous joy, the wine has flavors that seem to linger forever.",Clos Windsbuhl,95,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2013 Clos Windsbuhl Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
France,"The pure, delicate but ever so authentic scent of fragrant Muscat grapes rises from the glass. The palate is a joy: a feather-light, fragrant but intense experience of pure Muscat flavor. There is the textural tinge of lemon freshness and the uncompromising notion of stone on a dry, sprightly and utterly disarming palate of immense purity. What we are left with is a notion of fragrance and stone.",Goldert Grand Cru,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2013 Goldert Grand Cru Muscat (Alsace),Muscat,Domaine Zind-Humbrecht
France,"Smoke and the merest, tantalizing whiff of toffee apple can be discerned on the nose. Fragrant herbs—think chervil and yarrow—also make an appearance. The palate is dry but brims with ripe lemon oil and fresh lemon fruit. This is streamlined and impactful, with a commanding, overarching freshness that only enforces the inherent power of this site more. For now this is tightly wound and still closed, majoring on its ample lemon charm but this needs bottle age to let the myriad notes promised on the nose unfold on the palate. Drink 2022–2040.",Brand Grand Cru,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2014 Brand Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
France,"What to mention first? A hint of mossy earth, chamomile tisane, Cox Orange Pippin apples or lemon zest? All of these aromas dance on the nose. They are still totally shy on the taut, dry and concentrated palate. For now, it is mossy citrus that is most aromatic while rich fruit still needs to unfurl. This strikes a note of utter purity, of something soaring and bright. Right now this is totally brisk, invigorating and refreshing but its true colors won't show for some time. Drink 2020–2035.",Clos Saint Urbain Rangen de Thann Grand Cru,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2014 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
France,"A touch of flinty reduction still hangs over the nose, subduing the varietal aromas. But this is only a sign of youth, as is the residual carbon dioxide on the palate. While very young, this holds all it needs for a promising future: A bright core of juicy fruit—think tangerine, tart red apple and ripe yellow pear—as well as the vividly clean and racy freshness of bright lemon. This is concentrated and rather powerful, rapier-like in its cleansing, dry finish but also generous on its fruity midpalate. This is confident and self-assured and stands tall with its powerful structure and body. Leave this to calm down and become itself. Drink 2018–2037.",Brand Grand Cru,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Brand Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
France,"The nose is still closed and gives away little. The palate has a voluptuous shape but comes tightly corseted: all is present but still closely held. The peachy fruit has a serene easy sweetness that has its perfect counter measure in orange and Meyer lemon freshness. This is poised and sweet but countered and cut by immense freshness. The aromas have yet to unfold fully. Both blood orange and peach lurk promisingly. It is the seamless poised texture of this late harvest that stands out, along with supreme purity. Wait for this. Drink 2020—2035.",Clos Jebsal,95,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Clos Jebsal Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
France,"A tender notion of slightly bitter, dark fir honey appears first before a touch of smoke and ripe peach come in. The off-dry palate uses its sweetness to underline the rich peachy fruit that also has a touch of golden mirabelle. The big bold palate is concentrated and energetic, pervaded by a streak of zesty lemon freshness that keeps this from becoming too rich. There is undeniable drive here, and a very lasting persistent length of peach and lemon flavors which will develop much more with bottle age. Drink. 2017–2037.",Clos Saint Urbain Rangen de Thann Grand Cru,95,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
France,"Earth, smoke and lifted lemon peel create a very alluring, almost primal aroma. The palate comes in with gentle, subdued sweetness, boosting ripe pear notes before revealing fir honey bitterness and tangy grapefruit zest. A warm sandalwood-spiced core is still tightly closed, holding further stores of fruit and spice and signalling lasting power and barely tamed energy. While aromas are enticing now this deserves cellaring to come into its own. There is much drive and a dynamic citrus freshness wills you to sip more. This draws you in dangerously. The finish is dry and totally enticing. Drink 2020–2040.",Clos Saint Urbain Rangen de Thann Grand Cru,96,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Clos Saint Urbain Rangen de Thann Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
France,"Smoke, orange, wet stone and earth notes are powerful and beguiling on the nose. The palate has absolute concentration and energy and more of that smoky promise. This is like the bundled focus of a laser light—incisive, precise and piercing. Notions of peach, lemon and tangerine dance and hover, but the central core and force remains a kind of drive that could move mountains. This is a sleeping giant, absolute and pure, brooding, laying in wait to unleash its might. The palate is absolutely dry, absolutely fresh, absolutely uncompromising. The finish is piercingly clean. Wait for this. Drink 2025–2040 at least.",Clos Saint Urbain Rangen de Thann Grand Cru,97,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
